,10,15,20,25,30,35,40,45,50
55.0,35.56701030927835,40.72164948453608,66.49484536082474,84.5360824742268,92.78350515463917,96.3917525773196,90.72164948453609,90.20618556701031,78.8659793814433
57.5,34.02061855670103,40.20618556701031,68.04123711340206,88.65979381443299,96.90721649484536,97.9381443298969,94.84536082474227,91.23711340206185,82.47422680412372
60.0,33.50515463917526,40.20618556701031,72.68041237113403,92.26804123711341,97.9381443298969,98.96907216494846,95.87628865979381,94.3298969072165,83.50515463917526
62.5,33.50515463917526,39.175257731958766,74.74226804123711,93.29896907216495,98.45360824742268,99.48453608247422,96.3917525773196,95.87628865979381,85.56701030927834
65.0,31.443298969072163,36.08247422680412,75.25773195876289,94.3298969072165,98.45360824742268,99.48453608247422,97.9381443298969,95.87628865979381,88.14432989690722
67.5,32.47422680412371,34.02061855670103,78.35051546391753,95.36082474226804,97.9381443298969,99.48453608247422,97.9381443298969,97.42268041237114,88.65979381443299
70.0,29.896907216494846,35.56701030927835,78.35051546391753,94.84536082474227,97.9381443298969,99.48453608247422,97.9381443298969,97.42268041237114,89.69072164948453
72.5,28.350515463917525,36.597938144329895,78.8659793814433,93.81443298969072,97.9381443298969,98.96907216494846,97.42268041237114,97.9381443298969,90.20618556701031
75.0,26.804123711340207,37.628865979381445,82.47422680412372,93.29896907216495,98.45360824742268,98.96907216494846,97.42268041237114,98.96907216494846,91.75257731958763
77.5,26.804123711340207,37.628865979381445,83.50515463917526,92.26804123711341,97.9381443298969,99.48453608247422,97.9381443298969,98.45360824742268,91.75257731958763
80.0,23.711340206185568,36.08247422680412,83.50515463917526,93.29896907216495,98.96907216494846,99.48453608247422,97.42268041237114,98.45360824742268,93.29896907216495
